label,text
2,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .
0,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .
1,"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company ."
1,Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .
2,"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said ."
1,"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) ."
1,"In beers , Olvi retained its market position ."
1,"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares ."
1,"The markets are almost completely controlled by three banks : Nordea , OP Bank Group , and Sampo ."
0,The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .
1,"Juhani J+Ærvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented ."
2,Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .
1,The company then said it will focus its resources on clinical research .
1,Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .
2,"The antibody , given at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients ."
2,Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .
1,"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia ."
1,"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx ."
0,"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue ."
1,This includes a EUR 39.5 mn change in the fair value of investment properties .
2,"As a result , the company currently anticipates net sales to increase and the operating result to be positive ."
2,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .
0,"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier ."
1,According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .
1,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab ."
1,Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .
2,`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .
1,Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .
1,The deal also includes a ten-year maintenance agreement .
2,Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .
2,"According to HKScan Finland , the plan is to increase J+Ærvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn ."
2,"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day ."
0,"Temporary lay-offs , affecting the entire workforce , will also be implemented ."
1,"Under the plan , which CSES worked out together with Public Policy Management Institute ( PPMI ) and other partners , buildings with a total area of 10,000 square meters should be built on the territory in the first phase ."
1,"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 ."
2,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 ."
2,Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .
1,"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries ."
1,The business section also includes Ahlstrom 's sustainability report .
0,"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland ."
1,"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland ."
2,Turnover rose to EUR21m from EUR17m .
2,"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 ."
1,"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor ."
2,Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .
0,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands ."
1,Financial details were n't disclosed .
1,The estimated annual value of the frame agreement is about EUR 50mn .
1,No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .
2,Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .
1,"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan ."
1,"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks ."
1,"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen ."
1,"The technology will become available to businesses from the fourth quarter , Nokia said ."
1,The transaction will take place without payment of merger consideration .
1,"Nokia said that its next generation mobile gaming platform makes it easy for people to find , buy , play and share rich and immersive games on a range of Nokia devices ."
1,"Kemira 's R&D organization comprises approximately 750 people , the company said ."
1,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 ."
1,"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila ."
1,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki ."
2,"Finnish silicon wafers manufacturer Okmetic Oyj said on June 29 , 2007 it signed an agreement with Nordea Bank Finland Plc , the local subsidiary of Swedish commercial bank Nordea Bank AB , which will refinance Okmetic 's syndicated bank facility which amounts to some 20 mln euro ( $ 26.9 mln ) ."
1,`` We know there are some of our own people out there . ''
1,The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .
1,"He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October ."
2,"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management ."
1,All reproduction for further distribution is prohibited .
1,`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .
2,"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said ."
1,"Particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class B , and LEED certification will be applied for ."
2,"Furthermore , Novator Finland Oy has entered into a securities lending agreement , whereby Novator Finland Oy will hold directly the same amount of shares that are underlying of the OMX market forwards from May 23 through May 26 , 2008 ."
1,"Karachi , Sept. 14 -- Ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the Intel Atom processor Z6xx based smartphones ."
0,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .
1,"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business ."
2,The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .
1,"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art ."
1,"8,600 m , and at the time of investment it is fully leased to several tenants ."
1,Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .
2,"Furthermore , Bunge will also sign a licensing agreement for the Sunnuntai and Carlshamn Mejeri brands ."
2,"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 ."
1,Number of offers received for this contract is two .
1,"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping ."
1,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people ."
1,This organization will assume the responsibility for operations in Russia .
1,U.S. District Judge Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until March 7 .
1,The contract will take effect in 2009 for a five or ten year period .
2,"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala ."
2,"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization ."
2,Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .
0,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes ."
2,"Helsingin Uutiset , Vantaan Sanomat and Lansivayla reach some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region ."
1,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 ."
1,"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?"
1,`` BG Crane has been a strong partner for Hiab in Australia for many years .
0,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project ."
1,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .
1,"Finnish cargo handling solutions company Cargotec Oyj said on June 17 , 2008 that it will acquire New Zealand tailgates distributor Zepro Tailgate ( 1987 ) Limited for an undisclosed sum ."
1,"Our customers include companies in the energy and process industry sectors , in particular ."
1,"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. ."
2,"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors ."
2,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .
1,EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .
2,"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s ."
2,An individual promotion also generated slightly higher-than-expected revenues .
2,Cargo volume increased by approximately 5 % .
2,"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 ."
1,The machines will cease production by the end of February 2007 .
1,The total investment in 2006 and 2007 is expected to amount to about EUR75m .
1,"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project ."
1,"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications ."
1,The retail chain launched in 2007 does not correspond to profit and sales forecasts of the company .
1,"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners ."
1,"The value of the order is EUR 700,000 ."
1,"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news"
1,NWC ANALYSIS :
1,Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .
1,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .
1,"Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed ."
2,The announced restructuring will significantly decrease the Company 's indebtedness .
1,"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland ."
1,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .
2,"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions ."
2,"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation ."
2,"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer ."
0,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 ."
2,"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson ."
2,Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .
0,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said ."
1,"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks ."
1,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same ."
1,"When dialing in , the participants should quote 877417 as conference ID ."
1,"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila ."
1,The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .
1,The acquisition of AVC Systemhaus and the majority stake in Cableway will increase the number of Teleste personnel by 250 .
1,"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila ."
1,Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .
1,"Simultaneously , Alma Media has purchased a 35 % share of Arena Interactive , a subsidiary of Arena Partners with a focus on mobile solutions development ."
1,Basware Einvoices Oy will be merged into the parent company during the present fiscal period .
1,"Crucially , the decision to use ETSI ( European Telecommunication Standard Institute ) - backed DVB-H adds to the growing list of operators and equipment manufacturers opting for the standard ( see Global : 20 January 2006 : Competing Technologies Vie for Mobile TV ) ."
1,A merger between UPM and Finnish-Swedish Stora Enso is not likely either .
2,"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million ."
2,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier ."
0,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .
1,"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree ."
2,"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas ."
1,"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS ."
2,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .
0,The situation of coated magazine printing paper will continue to be weak .
1,The value of the order is USD 2.3 mn .
2,This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .
1,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region ."
0,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 ."
1,"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said ."
0,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .
1,News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists .
0,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 ."
1,"Pulkovo park will be ready in 2016 , its first stage of 23,000 sq. m. will be finished in the first quarter of 2010 ."
1,"It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said ."
1,The event can also be viewed as a live audio webcast at www.ahlstrom.com .
2,"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters ."
1,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .
0,"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November ."
1,"We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th ."
1,"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share ."
2,"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 ."
2,Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company .
1,The technology park will be built near St. Petersburg-based Pulkovo airport .
1,`` We could be there .
2,This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .
1,"The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008 ."
0,"Divisional sales demand in the half remained `` inconsistent '' , it added ."
1,The credit covers approximately 70 % of the ship 's price .
1,"As part of the transaction , the +_+Ænekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract ."
1,COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .
1,"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China ."
1,The business area 's net sales were slightly over 2m in 2006 .
1,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today ."
0,"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories ."
1,The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .
2,"Profit per share was EUR 1.03 , up from EUR 0.87 ."
2,Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .
1,"Under Finnish law , Parliament grants licences to build nuclear power plants ."
2,EBIT excluding non-recurring items was estimated to increase from 2009 .
1,"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them ."
1,The ECB can mainly target inflation .
2,"Exports accounted for 65.4 % of net sales , representing an all time record for the company ."
1,"Ahlstrom Corporation STOCK EXCHANGE RELEASE 13.02.2008 Ahlstrom , a global leader in high performance fiber-based materials , today announced the completion of the acquisition of Friend Group Inc. , which consists of West Carrollton Parchment Company and West Carrollton Converting Company ."
1,"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors ."
2,"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 ."
1,"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com ."
1,- Provides summary of the medical equipment pipeline products that the company is developing .
1,"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina ."
1,Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .
2,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable ."
2,The volumes are expected to increase during the next few years .
1,"The company said production volumes so far indicate the circuit is capable of the targeted output rate of 60,000 tonnes per day , or 22 million tonnes a year ."
1,Our purchase to pay solutions enable companies to gain visibility and control over business-critical financial processes .
1,"The business goals for 2009 will realize with the temporary lay-offs carried out in the summer of 2009 , and with other savings measures ."
2,"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t"
1,The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .
1,"Further concrete cooperation is also carried out through various projects , doctoral theses and diploma dissertations ."
1,It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators .
0,A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .
2,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters ."
0,"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat ."
2,The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .
0,Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .
1,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 ."
2,"- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia , making it the first foreign bank to offer financing to the country 's small and medium enterprise -LR"
1,"With the second phase of the new Innova building , Tecnopolis presence in Jyvaskyla will increase to a total of approximately 62,000 floor square meters ."
1,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 ."
1,Also the traditional grapevine carries a lot of weight .
1,"The building owner and developer , Sun Hung Kai Properties Group , is one of the largest property companies in Hong Kong , developing all types of premium residential and commercial projects for sale and investment ."
2,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .
1,A total of $ 78 million will be invested in the project .
1,The total project duration is three years and it is valued at some EUR11 .5 m.
1,Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania .
2,"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier ."
1,"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania ."
2,"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 ."
1,"So far as is known , he did not sell shares that he owns personally ."
1,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m ."
1,"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added ."
2,Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .
0,Subscription sales decreased slightly .
1,"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia ."
0,"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt ."
1,The ship unloader is totally enclosed along the entire conveying line to the storage facilities .
1,"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday ."
1,There are no substitutes to AC drives .
0,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 ."
0,"As a result , the company has decided it will implement fixed-term temporary lay-offs ."
2,Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .
1,`` I see my new post as an inspiring challenge .
1,"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes ."
1,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .
2,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said ."
2,Finnish Outokumpu Technology has been awarded several new grinding technology contracts .
1,The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .
1,"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) ."
1,Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .
1,"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation ."
1,The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .
2,The Group 's cash flow from operations will be positive .
2,"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster ."
1,"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results ."
0,The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .
1,"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership ."
1,`` There is no room to modify the share component as we have already indicated . ''
1,"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year ."
1,As a consequence of the merger the number of administration personnel at the factories will be reduced by six .
2,Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .
2,"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group ."
1,"The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring ."
1,"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees ."
1,The first group of customers to be trained will be paint-shop owners and their assistants .
0,The union filed a grievance over the company 's overtime assignment policies .
1,The group had an order book of EUR 7.74 mn at the end of 2007 .
2,"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 ."
1,"Finnish property investment company Citycon will expand and refurbish +_kersberga shopping center in Stockholm , in Sweden ."
0,"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said ."
1,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .
1,Export accounts for about one tenth of the company 's annual turnover of one billion kroons .
0,The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .
1,During the negotiations a reduction of 21 persons has taken place through natural redundancy or termination of fixed-term contracts .
2,"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier ."
1,"+_lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +_lo P+Ærnits , chairman of the supervisory board of +_lemiste City and Mainor ."
1,OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .
1,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % ."
1,"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added ."
1,New Novator products are supposed to be exported .
0,"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before ."
1,"Olvi 's target is to strengthen its market share in soft drinks , mineral waters , ciders , long drinks , and energy drinks ."
2,"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales ."
1,"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 ."
0,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier ."
1,The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .
1,The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .
2,Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .
