text,label
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,2
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",0
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,1
"According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",2
This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,1
No changes in media activity were seen in October compared with September .,1
My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,1
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,1
The proposed consolidation activities will impact approximately 30 positions .,1
"The most important export markets are Norway , Germany , Russia and France .",1
Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,1
The optimization of the steel components heating process will reduce the energy consumption .,2
The new location is n't the only change Wellmont has in store for its air transport service .,1
"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",0
Symphony Services provides development services for Aldata GOLD .,1
The company 's net sales in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .,1
"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",1
Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,1
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",0
The transaction is expected to be finalized by Dec 2009 .,1
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",2
"The program included operational improvements and reductions in personnel , mainly in the Netherlands .",1
"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",1
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,0
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,0
"At this growth rate , paying off the national debt will be extremely painful .",1
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",0
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",1
The main strength of the cooperation project lies in merging the know-how of two large companies .,2
The contract is worth some EUR 1 million .,1
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",2
Investors Remain Skeptical About Shell-BG Deal,0
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",2
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",1
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,1
"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",2
The net sales of the Power Plants business were EUR 710.3 million in 2005 .,1
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,1
"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks .",1
@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,2
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",2
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",2
"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",2
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,2
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",1
"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",0
FDA approves AstraZeneca drug for advanced lung cancer,2
$SPY weak close,0
"In Finland , the launch of tie-in sales of 3G mobile phones did not cause a dramatic rush in mobile retail outlets during the first few days .",1
"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+Ã±ki Oyj 's CEO Jukka Moisio .",1
"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",1
Another firm Air Liquide was exempted because it left the market in 1998 .,1
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,0
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",2
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",1
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",0
"The payment date is March 25 , 2010 .",1
"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",1
Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,1
Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,1
"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",1
EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,0
#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,2
"Following the issue , the new shares will constitute 10 percent of the firm 's capital .",1
Karppinen expects the consolidation trend to continue in the Finnish market .,1
"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",1
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",1
"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",2
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,1
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",1
"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms .",2
"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",2
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",1
A few employees would remain at the Oulu plant in support functions for other group units .,1
"The total value of the project is estimated to be over 3.0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln .",1
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,1
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,1
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",1
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",1
Danske Bank is Denmark 's largest bank with 3.5 million customers .,1
The company expects its net sales in 2008 to increase 5-10 % from 2007 .,2
Finnish navigation device manufacturer Benefon that is changing its name to GeoSentric reports net sales of about EUR 1.1 mn in the second quarter of 2007 .,1
"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .",2
FTSE 100 flat; Standard Chartered leads risers,2
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,2
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,0
The value of the deal was not disclosed .,1
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",1
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",1
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,1
"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",1
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",1
"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",1
A quick `` one-stop-shop '' to understand the company .,1
AstraZeneca shares climb 3% as drug maker ups profits forecasts,2
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,0
"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",1
The secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar . '',1
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",1
"Body The credit falls due February 24 , 2014 .",1
Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,2
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",2
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,1
"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .",1
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",2
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,1
"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 .",1
$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,0
"The total floor area of the plant expansion is 29,000 square metres .",1
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,1
"It is being developed by Symbian , the software licensing consortium led by Nokia .",1
"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",1
"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",2
$GEVO PLUNGING!  Back to $3.55.,0
"The Division also includes joint sales , marketing and controlling functions for these units .",1
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",2
These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .,1
Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,1
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,1
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",1
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,2
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,1
$TSLA announces a recall and the stock doesn't sell off. This stock is teflon. Won't last forever.,2
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",1
"We also strengthen our existing partnership with Cybercom '' , says Teleste CTO Esko Myllyla .",2
$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,0
18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,1
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",2
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",1
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,2
YIT Construction and the town of Riihim+Ã±ki have signed a lease contract whereby the town will occupy the Travel Centre office facilities .,2
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,1
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,2
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,1
The beers differ slightly from mainstream beers .,1
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",2
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",1
The duration of the lay-offs per employee will vary from one to six weeks .,1
"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",2
$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,2
Tesco shareholders back ITV head for chairman,2
No financial details were disclosed .,1
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",1
Breakingviews: IAG can pay more for Aer Lingus,2
A paper mill in the central Maine town of Madison soon will have a new owner .,1
"After the transaction , Tikkurila has no powder coatings related operations .",1
"The Group 's revenue amounts to over EUR 80 million , about half of which is accounted for by exports .",1
Incap Furniture is presently negotiating staff cuts .,1
Retailers Kingfisher and Sports Direct rise in Britain's share index,2
"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",2
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",2
The acquisition is expected to improve access to chrome ore resources in Turkey .,2
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",1
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,1
"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",1
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",2
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",0
"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",1
"Cargotec 's share capital after the increase totals EUR 64,299,180 .",1
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",1
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",1
"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .",1
"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",1
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",2
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,2
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",0
"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",1
"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",1
The compnay also said that it would lower the price of development projects by about one third compared with last November .,1
"The chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer Precor to slash prices .",1
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",0
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",1
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",1
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",2
Johnson Matthey profit falls but dividend rises,1
"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",1
AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,2
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",2
"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",0
"$TYC just about to break out to new highs, lots of technicals looking great right now.",2
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,1
"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",2
Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX,0
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",0
"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today .",1
"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .",1
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",1
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",1
It will also strengthen Ruukki 's offshore business .,2
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,1
GKN to buy Fokker Technologies for 706 mln euros,2
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,0
Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,1
AB InBev to sell more SAB assets as seeks EU deal approval,1
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,1
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,1
AstraZeneca wins FDA approval for key new lung cancer pill,2
"says Brian Burton , Head of IT Security , Vodafone UK .",1
Neither of the companies use genetically engineered soy at the moment .,1
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",1
"As the world leaders in developing UV technology for municipal wastewater , drinking water , and industrial water treatment systems , Trojan Technologies was a logical partner in providing W+Ã±rtsil+Ã± with UV technology for ballast water treatment .",1
The estimated synergy benefits are at least EUR7m annually .,2
"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",2
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,1
UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,2
"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",2
"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",1
The trade is in accordance with the agreement announced on 26 March 2008 .,1
5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,2
"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",1
$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,2
"Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",1
"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",2
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",0
"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .",1
"128,538 shares can still be subscribed for with Series E share options , max .",1
The profit after taxes was EUR 57.7 11.1 million .,1
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",1
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",1
Sold some $TSLA Puts this morning Closed them at the close. Helps pay for monthly expenses,1
$FB slight green... May be runner later,2
"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",2
Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .,1
"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .",1
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,0
"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",1
"The Company serves approximately 3,000 customers in over 100 countries .",1
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",1
Citigroup to Sell OneMain to Springleaf for $4.25 Billion,2
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,1
"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",0
"$CHKP ABC Bullish Pattern, Targets https://t.co/uVMmRSR5Zy",2
How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,2
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-Ã¡323-Ã¡6201 USA .",1
LSE-Deutsche BÃÂ¶rse dealmakers wrong to ignore Brexit risk,0
Its total annual revenue comes up to about 160 mln zloty ( $ 56.9 mln-42 .3 mln euro ) .,1
InterContinental Hotels Group share price climbs on $1.5bn special dividend,2
"The joint venture will invest about EUR 500,000 in production technology straight away .",1
Tesco PLC's Recovery Continues With A ÃÂ£250m Cash Infusion,2
The company expects its net sales for the whole 2009 to remain below the 2008 level .,0
"Cash flow after investments amounted to EUR45m , down from EUR46m .",0
It is now the leading private road ambulance service company in Finland .,2
"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",1
"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added .",1
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,1
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",1
The amendment will not incur additional costs .,1
"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",1
The situation of coated magazine printing paper will continue to be weak .,1
"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .",1
The value of the contracts is about EUR 3.3 mn .,1
The value of the deal is estimated at between SEK25m and SEK50m .,1
CompaniesMeggitt profits hit by weak energy and military markets,0
Nokia Siemens Networks has struggled to make a profit in the past two years .,0
"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",1
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",0
The value of the contract is about EUR 27mn .,1
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,2
The company aims to maintain this trend in profitability during the current year .,2
"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",0
"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",1
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",2
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",2
$IWM same conditions that sent markets to tumble all hitting this week,0
"More than 14,000 customers were left powerless .",0
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,1
Customers in a wide range of industries use our stainless steel and services worldwide .,1
Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,2
Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,2
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,2
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",1
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",1
Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,1
ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,0
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",1
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,1
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,1
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,0
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,0
The first of the two project phases is expected to be completed by the end of 2012 .,1
`` The Government has had a very professional approach in assessing the offer .,2
$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,1
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",2
"Secure your files online Like filling out a tax return , making a backup is boring .",1
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,1
"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",0
"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",2
$BBRY lets see 14+ today,2
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",1
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",1
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",0
Horizonte acquires neighbouring Glencore nickel property in Brazil,2
REFILE-Hikma and Barclays help Britain's FTSE to climb higher,2
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,2
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .",1
The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,1
"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",1
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,1
Delivery is due in the second half of 2011 .,1
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,0
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,1
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",2
